video_id,channel_id,published_date,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos
V-cmR,CH1g9Ja,2021-07-21,Howto & Style,PT6M13S,김대석|김대석셰프|김대석쉐프|김대석셰프TV|김대석쉐프TV|김대석김치|김대석 김치|김대석레시피|김대석요리|김대석요리채널|요리채널|만드는법|간단요리|반찬|오이냉국|오이냉국 레시피|오이냉국 만들기|오이냉국 맛있게|오이로 냉국|오이냉국 맛있게 만들기|오이냉국 만드는법,김대석 셰프의 30년 노하우를 모두 공개합니다.외식업을 처음 시작하는 분들에게 많은 도움이 되었으면 좋겠습니다. 오늘은 오이냉국 레시피를 공개하겠습니다.[오이냉국 레시피]1. 백오이 2개2. 홍고추 1개3. 청양고추 1개4. 양파 1/2개5. 국간장 4스푼6. 멸치액젓 2스푼7. 마늘 2개(다지기)8. 설탕 2스푼9. 식초 1/4컵10. 통깨 1스푼11. 매실액 2스푼12. 생수 1리터13. 소금 1스푼(최종간 맞추기)14. 얼음 - 드실 때 얼음 넣기,2021-07-23,2021-07-27,7,49,286332,1151823,7066,22117,151,556,158,349,416000,428000,40169488,41510900,200,203
V-dge,CHriPmQ,2021-06-14,Entertainment,PT56S,,"한번 도와주세요... https://goo.gl/iNlwTD#shorts #치어떼 #유어떼 #치어군영 #군영 #참마자 #모래무지 #마자 #우마UMA #우마 #UMA #가면 #마스크 #병맛 #꿀잼 구독하기! SUBSCRIBE!!  https://goo.gl/iNlwTD※ 세상에나 마상에나 시리즈 ▶ https://goo.gl/rE7zqB※ 몰래카메라 시리즈 ▶ https://goo.gl/8tCDYF※ 핫소스 시리즈 ▶https://goo.gl/hQJqI3※ 낚시, 요리 시리즈 https://goo.gl/ghwjDZ[인스타그램] www.instagram.com/uma.u.m.a/ ＊공유는 가능하지만 불펌은 하지 마세요.",2021-06-16,2021-06-21,19,49,178975,1577452,6114,23661,143,1661,1586,3248,893000,896000,201296735,202609624,134,134
V-lOK,CHdUcjk,2021-07-03,Science & Technology,PT13M6S,,"2015년 윈도우10 출시 이후 6년만에 새로운 OS, 윈도우11이 출시되었습니다. 아직 프리뷰 버전이라 안정적이지는 않지만 실제로 사용해보니 꽤..편한데요?◆ Info. OS : Windows 11지원가능 CPU : 인텔 8세대 프로세서 이상, 라이젠 2세대 이상.특이 지원 사항 : TPM 2.0공식 출시 : 2021년 하반기무료 업그레이드 시기 : 2022년 상반기◆ Tag. #윈도우11 #설치방법 #달라진점총정리◆ Timestamp.00:00 익스 장례식00:14 오프닝00:50 설치 최소사양01:53 Windows 11 설치 방법03:09 변화점 1 : 디자인04:23 변화점 2 : 시작 메뉴05:29 변화점 3 : 설정06:14 변화점 4 : 제어/알림센터06:51 변화점 5 : 화면 분할 (+익스 제거)07:33 변화점 6 : 스토어 & 위젯07:57 변화점 7 : 다중모니터/그래픽09:06 변화점 8 : 태블릿 모드 10:09 변화점 9 : 필기/음성인식10:40 변화점 10 : 성능 향상11:06 변화점 11 : 안드로이드 앱 11:36 기타 바뀐 변화들 12:09 결론◆ Merch.지금 입고있는 옷? : https://abit.ly/blackcowlabs◆ ITSub 잇섭. E-MAIL - itsub@itud.ioFACEBOOK - https://www.facebook.com/ITSubb/ INSTAGRAM - https://www.instagram.com/itsubb/",2021-07-05,2021-07-07,8,33,915672,1217322,13149,15709,280,363,2146,2362,1790000,1790000,534384868,535843515,766,767
V-lYO,CHwx6n_,2021-05-14,Entertainment,PT17M10S,studiolululala|JTBC|스튜디오룰루랄라|룰루랄라|워크맨|직업리뷰|알바리뷰|알바썰|알바|직업|장성규|김민아|와썹맨|workman|job|wassupman|아르바이트|후기|알바후기|직업후기|비비|BIBI|타이거JK|윤미래|필굿뮤직|극한알바|유령노예|청담동|스타일리스트|코디|더보이즈|theboyz|킹덤|퀸덤|주학년|영훈|주연|현재|상연|선우|큐|케빈|제이콥|에릭|뉴|아이돌|KPOP|패션,"JOB것들아~~~♥ 인력소장이다,,,,~~~오늘,,,, 울 슈스 성규,,또다른 슈스 더,,보이즈,,, 빛나게,, 도와주는,,스타일,,,리스트,,를 했는디,,어마어마한 옷들이랑,,,금붙이들,,, 들고 댕기느라 넘 고생,, 많잖여,,~~프로여,, 프로,,~~그래서,, 그런가,,,,어찌 다 그렇게,,, 애들이,, 내 스타일이여,,~~♥♥우리 스타일리스트분들이,, 다했다보이즈,,~~마지막으로,,, 케빈,,,이가 만든 팔찌,,,꼭 받아가고,,, 받아가고 싶은 잡것덜은,,,,...더보기자세히 세번네번보기,,~~ 까,,까끙,,♥♥세상의 모든 job것들을 리뷰한다 [워크맨]▶ 매주 금 오후 6시 공개#워크맨 #workman #더보이즈 #장성규#theboyz #주학년 #영훈 #주연 #현재 #상연 #선우#큐 #케빈 #제이콥 #에릭 #뉴 #아이돌 #IDOL#스타일리스트  #꿀알바 #극한직업#직업리뷰 #알바리뷰 #스튜디오룰루랄라랄라",2021-05-16,2021-05-19,4,40,875795,1272123,22714,27742,300,423,3508,4114,3750000,3750000,620944058,621633878,128,128
V-l_f,CHabon8,2021-06-20,Music,PT50S,,약속을 지켜주신 KingDay님과 지환지환님께 많은 격려 댓글 부탁드립니다 :)KingDay님 공약: 이 영상 조회수가 100만이 된다면 김광연씨와 함께 댄스를 추겠습니다.지환지환님 공약: 이 영상 조회수가 100만이 된다면 김광연씨와 함께 댄스 추는 KingDay님 옆에서 노래 끝날 때까지 헤드뱅잉 하겠습니다.인스타: light_kite_0110♫ Instagram: https://www.instagram.com/light_kite_0110/♫ Facebook: https://www.facebook.com/profile.php?id=100006248265168♫ Toonation: http://toon.at/donate/lightkite0110#김광연 #춤 #제로투댄스,2021-06-22,2021-06-24,7,38,962032,1241331,24986,28255,420,650,3884,4401,347000,356000,85215889,87493750,948,952
V-lup,CHaPqda,2021-06-26,People & Blogs,PT12M23S,핫도그|핫도그티비|핫도그TV|각자|먹방|각자먹방,"역대 조회수 1위! 590만명이 봤던 레전드편이 새롭게 나왔습니다 국물없는vs국물있는 NEW각자먹방!-Instagram (기동,재열)https://www.instagram.com/kj_93/https://www.instagram.com/jaeyori_93/-Face book (기동,재열)https://www.facebook.com/hotdogKDhttps://www.facebook.com/profile.php?...▬▬▬▬사용하시려면 아래의 출처를 남겨주셔야 합니다▬▬▬▬🎵Music provided by 브금대통령🎵Track : I see you - https://youtu.be/E44Lbs3UC08▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬",2021-06-28,2021-06-30,9,49,213224,270121,6794,7364,490,676,1601,1772,54200,58200,94769,252734,1,1
V-mQM,CHYDyvq,2021-07-25,People & Blogs,PT20M46S,브이로그|커플vlog|부부|유혜주,여러분 오래 기다리셨죠?!드디어 동생 깜짝카메라 2편을 공개합니다!이번 편은 두고두고 다시 봐도 눈물이 찔끔나는 영상이에요..ㅎㅎ동생이 정말 감동을 많이했더라고요!1편에서 댓글로 현주와 태성이 러브스토리 궁금해 하시는 분들도 많아서나중에 썰 풀어드릴게요 ㅎㅎ참고로 본 영상은 아무런 광고가 없는 영상입니다!가전 구매 금액은 1편에 나와 있으니 참고부탁드려요 !!쥬디바 여러분 다음에 또 만나요 :)instagram : @r_yuhyejuYouTube & Instagram 문의lijulike@icecreative.kr,2021-07-27,2021-07-30,21,50,221272,321311,4209,4833,50,91,204,238,163000,164000,22544039,23026123,114,114
V-mmt,CHYt4St,2021-06-25,People & Blogs,PT2M1S,MBC|예능|금요예능|나혼자산다|나혼산|독신|1인가족|무지개|무지개회원|자취|솔로|생활|혼술|혼밥|예고|Ilivealone|single|family|solo|rainbow|living|life|Preview,★★★More clips are available★★★iMBChttp://www.imbc.com/broad/tv/ent/singlelife/vod/WAVVEhttps://www.wavve.com/player/vod?programid=M_T60377G&page=1,2021-06-27,2021-06-28,32,38,444885,543643,3117,3484,114,133,360,430,723000,723000,215964946,216342496,274,274
V-pBr,CH5RION,2021-04-28,People & Blogs,PT8M24S,,"만상현시리즈의 - 뭔가 집이 이상하다 2화■ 재밌게 보셨다면, 구독, 좋아요 부탁드립니다.■ 제 취미가 댓글보기 입니다. 댓글 많이 남겨주세요.--------------------------------------------------------------------------------------------------------------------------1인 애니메이션 스튜디오 [병맛교수][비즈니스 메일 : wjs741963@gmail.com ]●BGM 출처●Edward Elgar - Salut d'Amourhttps://musopen.org/​Free Download: https://musopen.org/music/?query=Salu...​𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/3zRK_M0cWr8이철희 - 숲속의 아침출처및저작권표시 - 공유마당, CC BY링크: https://gongu.copyright.or.kr/gongu/w...​𝑴𝒖𝒔𝒊𝒄 𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 : https://youtu.be/2gm2CDRgsgU--------------------------------------------------------------------------------------------------------------------------#병맛애니​​​​​ #병맛만화​​​​​ #병맛더빙​​​​​ #웃긴애니​​​​​ #웃긴만화​​​​​#청국장​​​​​ #재밌는영상​​​​​ #재밌는만화​​​​​ #꿀잼애니​​​​​ #꿀잼만화​​​​​ #꿀잼영상​​​​​#장삐쭈​​​​​ #짤툰​​​​​ #본격사​​​​​#funnyvideo​​​​​ #funnyanimation​​​​​ #anime​​​​​ #lolanime",2021-05-01,2021-05-02,36,49,90178,116883,1800,1976,58,67,501,548,27900,28100,4989175,5055120,15,15
V-qAh,CH4MfUq,2021-07-11,People & Blogs,PT13M19S,타투|타투이스트|냐아|으냐|단하나|김경은|이하나|하나경은|하나|경은|couple|goals|danhana|tattoo|dantattoo|dan|21lee21|iwantdan|korean|hana|먹방|요리,다들 건강하세요..!!🎵Music provided by 브금대통령🎵Track : My Star - https://youtu.be/BQmpRD0MNOA🎵Music provided by 브금대통령🎵Track : 여름밤의 꿈 - https://youtu.be/hC29Vt9u6T0,2021-07-13,2021-07-15,8,35,599352,767680,19542,21707,229,402,1272,1395,603000,605000,99475928,100487647,85,85
V-rM5,CHx6jsZ,2021-07-03,Entertainment,PT3M47S,유재석|유플래시|유산슬|뽕포유|라섹|유르페우스|놀면 뭐하니|놀뭐|무도|환불원정대|싹쓰리|refund sisters|hangout with yoo|이효리|엄정화|마마무|제시|화사|천옥|만옥|실비|은비|봉원|지섭|지미유|김태호|정재형|김종민|예능|비룡|린다G|조지리|이상순|유희열,★★★More 'Hangout with Yoo' clips are available★★★iMBChttp://www.imbc.com/broad/tv/ent/hangoutwithyoo/vod/WAVVEhttps://www.wavve.com/player/vod?programid=M_1004711100000100000&page=1,2021-07-05,2021-07-09,2,19,1896945,3661875,48141,69128,399,830,6631,9490,1190000,1190000,393438268,400776577,551,552
V-uSy,CHtm_Qo,2021-07-11,Sports,PT16M41S,SPOTV|스포티비|아르헨티나|브라질|코파|네이마르|메시|히샤를리송|라우타로|파케타|디 마리아,아르헨티나 vs 브라질 경기 하이라이트,2021-07-13,2021-07-16,1,26,1602701,1937386,12769,14170,724,882,5090,5497,1590000,1590000,1278690290,1283910756,39871,39850
V0-qb,CHF4Wxd,2021-05-23,News & Politics,PT43S,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|뱀술|독사|이슈톡,"뱀술, 우리나라뿐 아니라 아시아권 국가에서도 보양식으로 알려졌는데요.두 번째 키워드는 1년 지나도 안 죽어 독 품은 진짜 독사입니다.https://imnews.imbc.com/replay/2021/nwtoday/article/6187785_34943.html#뱀술, #독사, #보양식",2021-05-26,2021-05-28,7,23,2700129,3708657,12241,15345,669,872,4798,6142,1310000,1310000,2719988916,2738263531,108034,108260
V0-zC,CHIDOGT,2021-04-21,News & Politics,PT3M32S,,지난 2월 1일 쿠데타를 일으킨 미얀마 군부는 미얀마에서 벌어지고 있는 일들을 언론이 보도하는 것을 막으려 노력해왔다. 군부는 지금까지 5개 주요 언론사의 면허를 취소했고 70여 명의 언론인을 체포했다. 이 중 최소 22명을 기소했다. 하지만 이런 최악의 상황 속에서도 취재를 멈추지 않는 기자들이 있다. BBC가 미얀마 기자 2명을 익명으로 인터뷰했다.#미얀마시위 #미얀마쿠데타 #언론의자유더 자세히 알고 싶다면BBC News 코리아: bbc.com/korean,2021-04-23,2021-04-23,27,27,133024,133024,3143,3143,43,43,492,492,73600,73600,15217820,15217820,254,254
V00Yn,CH4JAFO,2021-07-27,Entertainment,PT33S,,이게 아닌데Investigations Kevin MacLeod http://incompetech.comLicensed under a Creative Commons Attribution license https://creativecommons.org/licenses/by/4.0/,2021-07-29,2021-07-31,28,46,374974,454259,12171,13101,145,194,2515,2560,116000,119000,5161447,5878136,12,13
V01nG,CHxM_h0,2021-05-24,Gaming,PT9M19S,취한무드등|취무등|취한무드등 썰|취무등 썰|취한무드등 썰풀이|취무등 썰풀이|썰|썰풀이|썰툰|썰애니|썰만화|썰영상|웃긴|재밌는|레전드|웃긴 썰|재밌는 썰|레전드 썰|수련회 썰|수학여행 썰|학교썰,원래 학교에서 어디갔을땐 늦게 일어난 놈이 망하는거야편집 - 초다복님썸네일 - 취한무드등,2021-05-26,2021-05-26,28,28,120444,120444,3027,3027,35,35,1174,1174,175000,175000,61102694,61102694,351,351
V01n_,CHsXigG,2021-05-20,Music,PT5M4S,헤이즈|Heize|HAPPEN|Happen|happen|헤픈 우연|처음처럼|감기|Why|미안해 널 사랑해|빗물에게 들으니|어쨌든 반가워|Destiny|it's just a tiny dot.|앨범|피네이션|P NATION|p nation|pnation|PNation|P Nation|MV|Teaser|MV Teaser|뮤비 티저|송중기|Song Joong Ki|뮤직 비디오 티저|music video|Behind The Scenes|BTS|behind the scenes,헤이즈 (Heize) - '헤픈 우연 (HAPPEN)' MV (with 송중기) Behind The Scenes* 헤이즈 (Heize) 7TH EP Album [HAPPEN] is now available on all streaming platforms including Apple Music & Spotify. 🎧 Melon : https://bit.ly/3u5nLbQ🎧 Genie : https://bit.ly/3hFRiGQ🎧 FLO : https://bit.ly/3wmj92Q🎧 Bugs : https://bit.ly/3bHgf0v🎧 VIBE : https://bit.ly/3ua1nyo🎧 Spotify : https://spoti.fi/3yAOOzw🎧 iTunes & Apple Music : https://apple.co/3u5hnBF🎧 YouTube Music : https://bit.ly/3wmjDWI- Heize Official YouTube: https://www.youtube.com/Heizeofficial- Heize Official Instagram: https://www.instagram.com/heizeheize- Heize Official Facebook: https://www.facebook.com/HeizeOfficial- P NATION Official YouTube: https://www.youtube.com/PNATIONOfficial- P NATION Official Instagram: https://www.instagram.com/pnation.official- P NATION Official Facebook: https://www.facebook.com/pnation.official- P NATION Official Twitter: https://twitter.com/OfficialPnation  #헤이즈 #Heize #헤픈우연 #HAPPEN #BehindTheScenes #PNATION #피네이션Copyrights 2021 ⓒ P NATION All Rights Reserved,2021-05-22,2021-05-22,24,24,319923,319923,21415,21415,45,45,702,702,185000,185000,11149082,11149082,79,79
V022J,CHe9f9M,2021-04-21,Comedy,PT8M1S,군대|3인칭|웹드라마|슬폐|폐급|이등병|일병|하극상,광고문의: hdragon9520@naver.com최제우 인스타👉 https://www.instagram.com/cjaewoo_97/전경민 인스타👉 https://www.instagram.com/gangmintical/#군대 #3인칭 #드라마,2021-04-23,2021-04-23,39,39,110543,110543,2303,2303,54,54,1095,1095,73600,73600,16880361,16880361,134,134
V02_L,CHHzW_7,2021-06-17,Entertainment,PT3M51S,통통TV|TongTongTV|연합뉴스|yonhapnews|통통티비|Brave Girls|브레이브걸스|쁘걸|서머 퀸|Brave Girls Summer Queen|브레이브걸스 치맛바람|Brave Girls chi Mat Ba Ram|브레이브걸스 풀 파티|Brave Girls Pool Party|브레이브걸스 나 혼자 여름|Brave Girls Summer by myself|Brave Girls FEVER|민영|유정|은지|유나|MINYOUNG|YUJEONG|EUNJI|YUNA|브레이브걸스 롤린|브레이브걸스 역주행|브레이브걸스 라이브|Brave Girls Live|브레이브걸스 무대|Brave Girls Stage|브레이브걸스직캠|브레이브걸스 쇼케이스|Brave Girls Showcase|브레이브걸스 쇼케이스 풀영상|Brave Girls Showcase Full|치맛바람 무대|Chi Mat Ba Ram Stage,"#BraveGirls #브레이브걸스 #치맛바람6월 17일 브레이브걸스가 다섯 번째 미니앨범 'Summer Queen'을 발매했다. 이번 앨범에는 타이틀곡 '치맛바람'(Chi Mat Ba Ram)과 'Pool Party', '나 혼자 여름'(Summer by myself), 'FEVER'(토요일 밤의 열기) 등 총 5곡이 수록됐다.On June 17, Brave Girls released their fifth mini album, 'Summer Queen'. The album contains a total of five songs, including the title track Chi Mat Ba Ram, Pool Party, Summer by myself, and FEVER.✔️TongTong Culture is a Korean pop culture channel of Yonhap News Agency. 연합뉴스가 만드는 대중문화 전문채널 '통통컬처' (보도자료/출연문의 : syipd@yna.co.kr)",2021-06-19,2021-06-20,14,29,306616,345931,16365,16857,151,172,2517,2598,758000,759000,523697394,523904806,11164,11164
V05kl,CHPTM-N,2021-06-04,Pets & Animals,PT8M10S,연못|김줄스|가물치|생태|ZOOLSKIM|BIOTOPE|BUILDING POND|연못만들기|연못조경|연못물고기키우기|pond filter|pond animals|생태계|캠핑장|정원|gardening|가드닝|왜가리|비단잉어,노지에 생물을 키우는 건 정말 쉽지 않습니다.이것도 생태계의 일부이니 할 수 있는게 많지 않죠.적당히 먹고 가길 바랄 뿐입니다.구독은 잉어를 살찌웁니다. https://open.kakao.com/o/gg88KYib - 카톡방https://www.instagram.com/zools.club/ - 인스타그램https://www.zools.co.kr - 줄스쇼핑몰,2021-06-05,2021-06-08,8,49,267249,491211,5959,7697,112,198,2902,3409,436000,438000,143096706,144266924,476,479
